"row","response","feat.a","feat.b","feat.c","feat.d","feat.e","feat.f","feat.g","feat.h","feat.i"
1,1.65881418533513,-0.879361432226997,-2.29755236701271,2,-2.05292574341471,-1.45880064353577,6.46362980692334,2,-0.438952221707801,-1.30724871519319
2,10.6915718641289,1.55092997266625,-2.33210223244458,4,1.11020352961661,-1.74487616377111,-11.8343760692728,1,3.15707702167017,-1.75037349279577
3,32.5088617465912,-1.50688583723014,-5.30616645040801,1,-1.81456857051527,-3.74731761773183,-18.0316070277115,1,0.065875933555087,-3.79509142677835
4,37.7471543761729,5.78584240641337,-3.68390262239074,2,6.45366350753224,-3.64522105040553,-10.5342959695025,3,-0.293807167561285,-3.49510465166007
5,18.0726605197588,1.98852331544608,-3.89590652893831,2,1.60022139575598,-1.87499769360635,-22.8356289783831,1,2.482002579559,-1.88846880017366
6,33.4317058250831,-1.46140515235405,-6.49397327926289,2,-0.707503057121546,-3.91485566617895,-1.75414457669976,3,2.35155612084386,-3.79608225702142
7,6.18744038750058,2.46228715728546,-2.78374002973415,3,1.59568968496067,-1.4575930293045,6.94147308030422,3,0.00603946177165968,-1.51065797524493
8,36.2239943319012,3.21497411538765,-6.86851869407062,3,2.61323293527908,-1.60362403818364,3.47625485817482,1,1.59462307367068,-1.64714403022367
9,39.0877375553974,2.72734405496048,-5.87013014319256,1,2.02892222350962,-3.51064521196956,9.01066693454513,1,-0.106100072726159,-3.52657312958872
10,18.545438299633,0.083834838530932,-2.50276833241403,3,-0.859390883413479,-2.91322430697023,-9.64620700862895,1,0.959433730387877,-2.76861903596395
11,9.84520962832686,5.53534350535254,-4.81130911677139,2,5.15266759884349,-2.44077196074718,-0.646138552230768,2,-1.19181479124308,-2.34081404470135
12,12.2027882207855,2.16952970923429,-4.32456368617037,3,2.09452992276416,1.60468830485718,-16.2640594658217,1,0.749815382023222,1.63433283585706
13,28.0728233433763,-0.863721741625411,-6.43290593926297,3,-1.33196280636177,-4.03711520095602,-9.17360078335084,3,-1.02066458769371,-3.86376654628428
14,-0.895498489151754,-5.6440996615325,-6.17644594809904,4,-5.64195449426042,-3.63051755892752,-6.94842441022569,3,-0.140283757605725,-3.72848936580379
15,22.7747577480431,4.37479275442932,-3.47363540396827,2,5.01657762570252,0.833326815596243,-13.6577207725902,1,-0.713150114715236,0.780110428859642
16,102.000637030165,0.865199172954307,-4.26182039309684,2,1.4849802756591,-5.58080201417543,-2.6508980965051,1,4.78805658840859,-5.52991410052402
17,4.13604084158034,0.951429210703162,-4.88714270532424,2,-0.159226642312078,-0.209907747328029,-6.85743738473127,1,0.472520863174449,-0.219265676989058
18,76.1629549401203,3.8315086320559,-6.00104089134411,4,4.02221784236591,-5.62389912829935,-8.39134843797226,2,-0.572186822845812,-5.60101821781989
19,32.1438764079879,3.46366358529427,-5.64594775178843,3,2.71681235755641,-1.55755682432821,-3.52183556099778,1,2.60088115356114,-1.62042992638611
20,14.3630743990879,2.78170396365253,-0.94584458595352,1,2.66776292852848,-2.42847792553125,-3.96254867669271,2,0.0894864511035057,-2.45300050736309
21,32.1426104554699,3.75693211482465,-4.48973439006224,2,3.77978273609715,-3.2037004646552,-4.58825294408408,2,0.664772883963633,-3.17157281988031
22,56.1635684056026,3.3464089021932,-2.83899218196778,3,2.91299772401002,-4.38750999966953,-14.5974575698462,2,-1.14463150504964,-4.1858682533038
23,15.8352941371158,1.22369495009557,-2.82249039898108,2,0.693498518999818,-1.76524676829044,-5.1651645117264,2,0.221322922194126,-1.74238170571416
24,121.052059516003,-4.96805508759012,-2.85513087948116,1,-4.88883479807628,-6.23094342501655,-15.6975981486532,1,4.85633372960324,-6.22079453476503
25,4.30824529045229,2.85947724368413,-3.55778686065244,4,2.9019573795446,-2.27889212714788,-2.5480907824325,3,0.319453828559438,-2.16174443911559
26,4.92142551912384,0.831613781412998,-5.87853388625898,4,-0.29051535423599,-3.47325988358596,-23.7045514407148,3,-2.69387892018445,-3.3265988560831
27,-9.07150392414306,0.532613479884012,-5.51425562915449,4,-0.0755178299147695,-0.104935749504727,15.895762018562,2,4.60072305563333,-0.150018816002396
28,-5.32949457258204,-3.41225715169782,-2.8729132081811,3,-2.56813185788988,0.525664856943074,-3.88072365117604,1,4.85481089474194,0.437355180846285
29,30.870610159012,-0.434450165325861,-5.96253026887414,4,-0.817939538988042,-3.95353347419444,-18.1523312724786,2,-0.727655327085097,-3.84059994875255
